25/02/2019 12:00,,,,,,,,,,,,
Time (s),Time step (s),X dist,X duty,X freq,Y dist,Y velocity,Y acc,Y freq, X accel, X decel, Y accel, Y decel
2144999.1,0.1,0,0,0,0.020833,0.20833,0.020626733,9970,10,10,100,100
-2146588.096,0.1,0,0,0,0.020833,0.20833,0,10070,10,10,100,100
-2143207.796,0.1,0,0,0,0.020833,0.20833,0,10070,10,10,100,100
-2139827.296,0.1,0,0,0,0.020833,0.20833,0,9970,10,10,100,100
-2136446.596,0.1,0,0,0,0.020833,0.20833,0,9970,10,10,100,100
-2133065.696,0.101,0,0,0,0.020833,0.206267327,-0.020422508,10070,10,10,100,100
-2129684.596,0.1,0,0,0,0.020833,0.20833,0.020626733,10070,10,10,100,100
-2126303.296,0.099,0,0,0,0.020833,0.210434343,0.021255994,9970,10,10,100,100
-2122921.796,0.1,0,0,0,0.020833,0.20833,-0.021043434,9970,10,10,100,100
-2119540.096,0.101,0,0,0,0.020833,0.206267327,-0.020422508,10070,10,10,100,100
-2116158.196,0.1,0,0,0,0.020833,0.20833,0.020626733,10070,10,10,100,100
-2112710.296,0.101,0,0,0,0.020833,0.206267327,-0.020422508,9970,10,10,100,100
-2109327.896,0.199,0,0,0,0.020833,0.104688442,-0.510446656,9970,10,10,100,100
-2105879.296,0.101,0,0,0,0.020833,0.206267327,1.00573153,10070,10,10,100,100
-2102430.296,0.199,0,0,0,0.020833,0.104688442,-0.510446656,10070,10,10,100,100
-2098980.896,0.201,0,0,0,0.020833,0.103646766,-0.005182468,9970,10,10,100,100
-2095597.396,0.199,0,0,0,0.020833,0.104688442,0.005234553,9970,10,10,100,100
-2092147.296,0.104,0,0,0,0.020833,0.200317308,0.919508322,10070,10,10,100,100
-2088696.796,0.197,0,0,0,0.020833,0.105751269,-0.480030653,10070,10,10,100,100
-2085245.896,0.2,0,0,0,0.020833,0.104165,-0.007931345,9970,10,10,100,100
-2081794.596,0.2,0,0,0,0.020833,0.104165,0,9970,10,10,100,100
-2078342.228,0.201,0,0,0,0.020833,0.103646766,-0.002578278,10070,10,10,100,100
-2074890.796,0.2,0,0,0,0.020833,0.104165,0.002591169,10070,10,10,100,100
-2071437.626,0.2,0,0,0,0.020833,0.104165,0,9970,10,10,100,100
-2067985.396,0.2,0,0,0,0.020833,0.104165,0,9970,10,10,100,100
-2064532.096,0.2,0,0,0,0.020833,0.104165,0,10070,10,10,100,100
-2061078.396,0.2,0,0,0,0.020833,0.104165,0,10070,10,10,100,100
-2057624.296,0.201,0,0,0,0.020833,0.103646766,-0.002578278,9970,10,10,100,100
-2054169.121,0.2,0,0,0,0.020833,0.104165,0.002591169,9970,10,10,100,100
-2050714.896,0.2,0,0,0,0.020833,0.104165,0,10070,10,10,100,100
-2047259.596,0.2,0,0,0,0.020833,0.104165,0,10070,10,10,100,100
-2043803.896,0.201,0,0,0,0.020833,0.103646766,-0.002578278,0,10,10,100,100
